license_number,facility_name,legal_entity,address_line1,address_line2,additional_locations,city,state,zip,county,county_code,phone,setting_code,offers_detox,is_licensed,is_certified,license_expiration,license_expired,treatment_capacity,total_capacity,target_population_code,target_population,incidental_medical_services,adolescent_waiver,latitude,longitude
370012AN,TRADITION ONE-MEN,TRADITION ONE,4104 DELTA STREET,,4114 AND 4124 DELTA STREET,SAN DIEGO,CA,92113,San Diego County,37,(619) 264-0141,RES,false,true,false,2028-02-29,false,43,46,1.2,MEN ONLY,false,false,32.688801,-117.105748
370013AN,TURNING POINT,THE TURNING POINT HOME OF SAN DIEGO,1315 25TH STREET,,,SAN DIEGO,CA,92102,San Diego County,37,(619) 233-0067,RES,false,true,true,2027-07-31,false,20,20,1.3,WOMEN ONLY,false,false,32.719346,-117.140268
370014AN,CASA DE MILAGROS,"METROPOLITAN AREA ADVISORY COMMITTEE ON ANTI-POVERTY OF SAN DIEGO COUNTY, INC.",1127 SOUTH 38TH STREET,,,SAN DIEGO,CA,92113,San Diego County,37,(619) 262-4002,RES,false,true,true,2027-09-30,false,18,18,1.4,WOMEN/CHILDREN,false,false,32.694379,-117.112418
370014BN,NOSOTROS,"METROPOLITAN AREA ADVISORY COMMITTEE ON ANTI-POVERTY OF SAN DIEGO COUNTY, INC.",73 NORTH 2ND AVENUE,,,CHULA VISTA,CA,91910,San Diego County,37,(619) 426-4801,RES,false,true,true,2027-09-30,false,17,17,1.2,MEN ONLY,false,false,32.655574,-117.080848
370017AP,"SHORELINE RECOVERY CENTER, LLC","SHORELINE RECOVERY CENTER, LLC",183 CALLE MAGDALENA,SUITE 101,,ENCINITAS,CA,92024,San Diego County,37,(858) 900-5079,NON,false,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,33.045708,-117.282443
370017BP,PARK MENTAL HEALTH TREATMENT OF SAN DIEGO,"SHORELINE RECOVERY CENTER, LLC",2859 EL CAJON BLVD,,,SAN DIEGO,CA,92104,San Diego County,37,(866) 420-2524,NON,false,false,true,2027-10-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,32.755208,-117.132312
370021AN,HOUSE OF METAMORPHOSIS,"HOUSE OF METAMORPHOSIS, INC.",4017 42ND STREET,,,SAN DIEGO,CA,92105,San Diego County,37,(619) 236-9217,RES,false,true,true,2027-11-30,false,64,64,1.1,CO-ED,false,false,32.750096,-117.104435
370024IN,SHORT TERM I--MARLBOROUGH,"CRASH, INC.",4161 MARLBOROUGH AVENUE,,,SAN DIEGO,CA,92105,San Diego County,37,(619) 282-7274,RES,false,true,true,2027-03-31,false,50,50,1.2,MEN ONLY,false,false,32.754681,-117.106122
370024KN,GOLDEN HILL HOUSE II,"CRASH, INC.",835 25TH STREET,,,SAN DIEGO,CA,92102,San Diego County,37,(619) 239-9691,RES,false,true,true,2028-05-31,false,45,45,1.1,CO-ED,false,false,32.71451,-117.140262
370024LN,GOLDEN HILL HOUSE,"CRASH, INC.",2410 E STREET,,,SAN DIEGO,CA,92102,San Diego County,37,(619) 234-3346,RES,false,true,true,2027-04-30,false,36,36,1.2,MEN ONLY,false,false,32.714798,-117.142223
370026AP,BOARDWALK RECOVERY CENTER,"LOCAL 92109, LLC",1940 GARNET AVENUE,SUITE 100 &120,,SAN DIEGO,CA,92109,San Diego County,37,(858) 717-4322,NON,false,false,true,2028-08-31,false,0,0,1.2,MEN ONLY,false,false,32.801228,-117.234386
370031AP,HEALTHY U BEHAVIORAL HEALTH,SOBER LIFE RECOVERY SOLUTIONS LLC.,3930 FOURTH AVENUE,THIRD FLOOR,,SAN DIEGO,CA,92103,San Diego County,37,(619) 542-9542,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,32.748939,-117.161639
370031BP,HIDDEN LEAF WELLNESS,SOBER LIFE RECOVERY SOLUTIONS LLC.,8619 JACKIE DRIVE,,,SAN DIEGO,CA,92119,San Diego County,37,(619) 542-9542,RES,true,true,false,2027-12-31,false,6,6,1.1,CO-ED,true,false,32.81127,-117.012631
370032AP,HARMONY GROVE RECOVERY,"NDLLJ, INC.",21734 AMBLE DRIVE,,,ESCONDIDO,CA,92029,San Diego County,37,(760) 697-0497,RES,true,true,true,2027-06-30,false,6,7,1.1,CO-ED,true,false,33.107161,-117.130525
370032BP,LILAC RECOVERY CENTER,"NDLLJ, INC.",28012 MOOSA CREEK WAY,,,VALLEY CENTER,CA,92082,San Diego County,37,(442) 341-6400,RES,true,true,true,2028-02-29,false,6,7,1.1,CO-ED,true,false,33.216928,-117.036655
370032CP,HARMONY GROVE RECOVERY,"NDLLJ, INC.",1535 GRAND AVENUE,SUITE C,,SAN MARCOS,CA,92708,San Diego County,37,(760) 697-0497,NON,true,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,33.14494,-117.197286
370033AP,HEALTHY LIFE RECOVERY INC,HEALTHY LIFE RECOVERY INC,1010 TURQUOISE STREET,"SUITES 101, 102 & 265",,SAN DIEGO,CA,92109,San Diego County,37,(858) 888-5332,NON,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,32.809522,-117.255279
370033BP,HEALTHY LIFE RECOVERY INC,HEALTHY LIFE RECOVERY INC,4320 TRIAS STREET,,,SAN DIEGO,CA,92103,San Diego County,37,(858) 888-5332,RES,true,true,false,2027-05-31,false,6,6,1.1,CO-ED,true,false,32.754281,-117.187988
370037AP,AKUA MIND AND BODY,"AKUA BEHAVIORAL HEALTH, INC.",3025 REYNARD WAY,,,SAN DIEGO,CA,92103,San Diego County,37,(949) 777-2283,RES,true,true,true,2027-04-30,false,32,32,1.1,CO-ED,true,false,32.736903,-117.16988
370037CP,"AKUA BEHAVIORAL HEALTH, INC","AKUA BEHAVIORAL HEALTH, INC.",1784 SAN DIEGO AVE,,,SAN DIEGO,CA,92110,San Diego County,37,(949) 891-0366,NON,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,32.743788,-117.183756
370039IN,CHOICES IN RECOVERY/FOUNDATION HOUSE,THE BETHESDA RECOVERY CENTER,2473 BRADLEY STREET,,,OCEANSIDE,CA,92056,San Diego County,37,(760) 726-5171,RES,true,true,false,2028-09-30,false,6,8,1.1,CO-ED,false,false,33.204632,-117.285711
370039LN,CHOICES IN RECOVERY/HILL HOUSE,THE BETHESDA RECOVERY CENTER,1135 NORTH DRIVE,,,VISTA,CA,92083,San Diego County,37,(760) 945-5290,RES,false,true,true,2027-04-30,false,6,8,1.1,CO-ED,false,false,33.215398,-117.253385
370039MN,CHOICES IN RECOVERY/HUMBLE HOUSE,THE BETHESDA RECOVERY CENTER,248 HILL DRIVE,,,VISTA,CA,92083,San Diego County,37,(760) 945-5290,RES,false,true,true,2027-04-30,false,6,8,1.1,CO-ED,false,false,33.195764,-117.270885
370039NN,CHOICES IN RECOVERY - ALCOHOL AND DRUG ABUSE OUTPATIENT TREATMENT PROGRAM,THE BETHESDA RECOVERY CENTER,729-733 S. SANTA FE AVE,,,VISTA,CA,92083,San Diego County,37,(760) 945-5290,NON,false,false,true,2027-09-30,false,0,0,1.1,CO-ED,false,false,33.194863,-117.236483
370039SN,CHOICES IN RECOVERY/ BIG HOUSE,THE BETHESDA RECOVERY CENTER,543 PINA LANE,,,VISTA,CA,92083,San Diego County,37,(760) 945-5290,RES,true,true,true,2027-04-30,false,6,8,1.1,CO-ED,false,false,33.193518,-117.243208
370040AP,PRESENT MOMENTS RECOVERY,PMR IOP LLC,2945 HARDING STREET,SUITE 213,,CARLSBAD,CA,92008,San Diego County,37,(619) 363-4767,NON,true,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,33.162487,-117.345093
370045ABN,MCALISTER INSTITUTE SOUTH BAY REGIONAL RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",1180 3RD AVENUE,"SUITES C-3, C-4, C-5, C-6","1172 3RD AVENUE, SUITE D-1",CHULA VISTA,CA,91911,San Diego County,37,(619) 691-8164,NON,true,false,true,2027-02-28,false,0,0,1.1,CO-ED,false,false,32.611189,-117.068174
370045ACN,SOUTH TEEN RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",371 E STREET,,,CHULA VISTA,CA,91910,San Diego County,37,(619) 691-1045,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,32.644066,-117.083898
370045AMN,MCALISTER INSTITUTE EAST TEEN RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",550 FESLER STREET,SUITE G1 AND G2,,EL CAJON,CA,92020,San Diego County,37,(619) 588-5361,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,32.808807,-116.968803
370045AN,NORTH COASTAL REGIONAL RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",1211 WEST VISTA WAY,BLDG C,,VISTA,CA,92083-6227,San Diego County,37,(760) 721-2781,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,33.193975,-117.266779
370045AQN,NORTH INLAND WOMEN/ADOLESCENT RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",751 RANCHEROS DRIVE,SUITES 4 AND 5,,SAN MARCOS,CA,92069,San Diego County,37,(760) 761-0515,NON,true,false,true,2027-10-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.140203,-117.14316
370045ATN,NORTH CENTRAL WOMEN'S RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",8665 GIBBS DRIVE,SUITE 150,,SAN DIEGO,CA,92123-1739,San Diego County,37,(858) 384-6284,NON,true,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,32.810435,-117.141907
370045AUN,NORTH INLAND REGIONAL RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",200 E. WASHINGTON AVENUE,SUITE 100 AND SUITE 200,,ESCONDIDO,CA,92025-1806,San Diego County,37,(760) 741-7708,NON,true,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,33.127509,-117.082173
370045AVN,NORTH COASTAL REGIONAL RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",1701 MISSION AVENUE,UNIT 310,,OCEANSIDE,CA,92058-7110,San Diego County,37,(760) 721-2781,NON,true,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,33.202911,-117.366576
370045BN,MCALISTER INSTITUTE SOUTH BAY WOMEN'S RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",2414 HOOVER AVENUE,"SUITES A, B, C",,NATIONAL CITY,CA,91950-8581,San Diego County,37,(619) 336-1226,NON,true,false,true,2028-04-30,false,0,0,1.3,WOMEN ONLY,false,false,32.66062,-117.104458
370045DN,EAST COUNTY REGIONAL RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",1365 NORTH JOHNSON AVENUE,"SUITES 111, 112 AND 113","1385 NORTH JOHNSON AVENUE, SUITES 102,103 AND 104",EL CAJON,CA,92020-1649,San Diego County,37,(619) 440-4801,NON,true,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,32.813976,-116.970986
370045FN,MCALISTER INSTITUTE - LEMON GROVE FACILITY,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",2049 SKYLINE DRIVE,,,LEMON GROVE,CA,91945-4421,San Diego County,37,(619) 465-7303,RES,true,true,true,2028-04-30,false,155,180,1.9,CO-ED/CHILDREN,true,false,32.727542,-117.026797
370045WN,NORTH COASTAL WOMEN'S RECOVERY CENTER,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC.",3355 MISSION AVENUE,"SUITE 234, 235, 236, 237, AND 239",,OCEANSIDE,CA,92058,San Diego County,37,(760) 462-5581,NON,true,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,33.217586,-117.342076
370059AN,AMITY FOUNDATION OF CALIFORNIA,EPIDAURUS,2260 WATSON WAY,,,VISTA,CA,92083,San Diego County,37,(760) 599-1892,RES,false,true,true,2026-12-31,false,60,68,1.2,MEN ONLY,false,false,33.164607,-117.222285
370069ABN,ACTION EAST,"MENTAL HEALTH SYSTEMS, INC.",8760 CUYAMACA STREET,SUITE 100,,SANTEE,CA,92071,San Diego County,37,(619) 383-6868,NON,false,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,32.834827,-116.983909
370069ACN,TEEN RECOVERY CENTER-NORTH CENTRAL,"MENTAL HEALTH SYSTEMS, INC.",4660 VIEWRIDGE AVE,STE.1,,SAN DIEGO,CA,92123,San Diego County,37,(760) 227-1354,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,32.823982,-117.121454
370069BN,EAST COUNTY CENTER FOR CHANGE,"MENTAL HEALTH SYSTEMS, INC.",8760 CUYAMACA STREET,SUITE 100,,SANTEE,CA,92071,San Diego County,37,(619) 579-0947,NON,false,false,true,2027-02-28,false,0,0,1.1,CO-ED,false,false,32.834827,-116.983909
370069CN,NORTH COUNTY CENTER FOR CHANGE,"MENTAL HEALTH SYSTEMS, INC.",504 WEST VISTA WAY,,,VISTA,CA,92083-5704,San Diego County,37,(760) 940-1836,NON,false,false,true,2027-02-28,false,0,0,1.1,CO-ED,false,false,33.19614,-117.252279
370069FN,TEEN RECOVERY PROGRAM - NORTH INLAND,"MENTAL HEALTH SYSTEMS, INC.",221 W. CREST STREET,SUITE 100,,ESCONDIDO,CA,92025,San Diego County,37,(760) 744-3672,NON,false,false,true,2027-02-28,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.13083,-117.088415
370069IN,TURN TO RECOVERY,"MENTAL HEALTH SYSTEMS, INC.",3340 KEMPER STREET,SUITES 105 AND 207,,SAN DIEGO,CA,92110,San Diego County,37,(619) 523-8121,NON,false,false,true,2027-01-31,false,0,0,1.1,CO-ED,false,false,32.752893,-117.214734
370069QN,SOUTH COUNTY CENTER FOR CHANGE,"MENTAL HEALTH SYSTEMS, INC.",336 OXFORD STREET,"SUITES 206, 207, 208, & 209",,CHULA VISTA,CA,91911,San Diego County,37,(858) 573-2600,NON,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,32.609862,-117.069173
370069TN,FAMILY RECOVERY CENTER,"MENTAL HEALTH SYSTEMS, INC.",1100 SPORTFISHER DRIVE,,,OCEANSIDE,CA,92054,San Diego County,37,(760) 439-6702,RES,true,true,false,2028-05-31,false,55,90,1.4,WOMEN/CHILDREN,false,false,33.201227,-117.377131
370069XN,ACTION CENTRAL,"MENTAL HEALTH SYSTEMS, INC.",1011 CAMINO DEL RIO S,SUITE 300,,SAN DIEGO,CA,92108,San Diego County,37,(619) 287-8225,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,32.76421,-117.154562
370071EN,UPAC EXPANDING HORIZONS,UNION OF PAN ASIAN COMMUNITIES,3539 COLLEGE AVE,,,SAN DIEGO,CA,92115,San Diego County,37,(619) 818-3788,NON,true,false,true,2028-05-31,false,0,0,1.10,CO-ED/YOUTH,false,false,32.745316,-117.056526
370072CN,PARENTCARE CENTRAL FAMILY RECOVERY CENTER,VISTA HILL FOUNDATION,4125 ALPHA STREET,"SUITES E, F, AND G",,SAN DIEGO,CA,92113,San Diego County,37,(619) 266-0166,NON,false,false,true,2027-08-31,false,0,0,1.3,WOMEN ONLY,false,false,32.691878,-117.105395
370072FN,DONALD K. ALLEN PARENTCARE FAMILY RECOVERY CENTER,VISTA HILL FOUNDATION,4990 WILLIAMS AVENUE,,,LA MESA,CA,91942,San Diego County,37,(619) 668-4200,NON,false,false,true,2027-11-30,false,0,0,1.4,WOMEN/CHILDREN,false,false,32.769342,-117.037102
370073AN,CASA RAPHAEL,ALPHA PROJECT FOR THE HOMELESS,975 POSTAL WAY,,993 POSTAL WAY,VISTA,CA,92083,San Diego County,37,(760) 630-9922,RES,false,true,true,2027-06-30,false,132,134,1.2,MEN ONLY,false,false,33.191479,-117.231891
370083AN,NEW ENTRA CASA,NEW ENTRA CASA CORPORATION,3575 PERSHING AVENUE,,,SAN DIEGO,CA,92104,San Diego County,37,(619) 294-4526,RES,false,true,true,2028-04-30,false,6,6,1.3,WOMEN ONLY,false,false,32.74352,-117.134661
370093BN,"RECOVERY AND WELLNESS CENTER, WITHDRAWAL MANAGEMENT AND RESIDENTIAL TREATMENT","INTERFAITH COMMUNITY SERVICES, INC.",550 W. WASHINGTON AVE,,,ESCONDIDO,CA,92025,San Diego County,37,(760) 489-6380,RES,true,true,true,2027-07-31,false,70,70,1.2,MEN ONLY,false,false,33.124543,-117.091779
370108AP,CAPALINA COMPREHENSIVE TREATMENT CENTER,SAN DIEGO HEALTH ALLIANCE,1560 CAPALINA ROAD,,,SAN MARCOS,CA,92069,San Diego County,37,(760) 744-2104,NON,true,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,33.150879,-117.194629
370108CP,FASHION VALLEY COMPREHENSIVE TREATMENT CENTER,SAN DIEGO HEALTH ALLIANCE,7545 METROPOLITAN DRIVE,,,SAN DIEGO,CA,92108,San Diego County,37,(619) 718-9890,NON,true,false,true,2026-08-31,false,0,0,1.1,CO-ED,false,false,32.776865,-117.158584
370108DP,EL CAJON COMPREHENSIVE TREATMENT CENTER,SAN DIEGO HEALTH ALLIANCE,234 N. MAGNOLIA AVE.,,,EL CAJON,CA,92020,San Diego County,37,(619) 579-8378,NON,true,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,32.797112,-116.962448
370109AP,CHULA VISTA COMPREHENSIVE TREATMENT CENTER,"SAN DIEGO TREATMENT SERVICES, LLC",1155 THIRD AVE.,,,CHULA VISTA,CA,91911,San Diego County,37,(619) 498-8260,NON,true,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,32.611749,-117.068334
370110AN,ST. VINCENT DE PAUL VILLAGE RECOVERY SERVICES,"ST. VINCENT DE PAUL VILLAGE, INC.","16 15TH STREET, PAUL MIRABILE CENTER BUILDING,","GRP RMS 200, 207, & 220; OFFICES 154, 211A, BH3, BH4, BH5, & BH10",,SAN DIEGO,CA,92101,San Diego County,37,(619) 645-6405,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,32.705557,-117.150429
370110CN,FATHER JOE'S VILLAGES DETOX PROGRAM,"ST. VINCENT DE PAUL VILLAGE, INC.",16 15TH STREET,SUITES 200,,SAN DIEGO,CA,92101,San Diego County,37,(619) 645-6405,RES,true,true,false,2027-09-30,false,44,44,1.1,CO-ED,false,false,32.705557,-117.150429
370111AP,SAN DIEGO TREATMENT AND RECOVERY CENTER,"JC SERVICE AND ENTERPRISES, INC.",6244 EL CAJON BOULEVARD,SUITE 26,,SAN DIEGO,CA,92115,San Diego County,37,(888) 397-4773,NON,false,false,true,2027-09-30,false,0,0,1.1,CO-ED,false,false,32.763436,-117.06381
370116CP,SOLEDAD HOUSE,"ABC SOBER LIVING., LLC",4747 MORENA BOULEVARD,SUITE 200,,SAN DIEGO,CA,92117,San Diego County,37,(866) 314-3181,NON,false,false,true,2027-08-31,false,0,0,1.3,WOMEN ONLY,false,false,32.82397,-117.228862
370120AN,SAN DIEGO AMERICAN INDIAN HEALTH CENTER,SAN DIEGO AMERICAN INDIAN HEALTH CENTER,2630 FIRST AVENUE,SUITE 200,,SAN DIEGO,CA,92103,San Diego County,37,(619) 234-2158 X102,NON,false,false,true,2027-04-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,32.732881,-117.163967
370122AP,ATON CENTER,"ATON CENTER, INC.",3250 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,San Diego County,37,(858) 759-5017,RES,true,true,true,2028-11-30,false,6,7,1.1,CO-ED,true,false,33.064723,-117.211861
370122CP,ATON CENTER,"ATON CENTER, INC.",3238 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,San Diego County,37,(858) 759-5017,RES,true,true,true,2028-03-31,false,6,8,1.1,CO-ED,true,false,33.064565,-117.212041
370122DP,ATON CENTER,"ATON CENTER, INC.",3462 WESTERN SPRINGS ROAD,,,ENCINITAS,CA,92024,San Diego County,37,(858) 759-5017,RES,true,true,true,2027-12-31,false,6,6,1.1,CO-ED,true,false,33.064355,-117.210501
370122EP,ATON CENTER,"ATON CENTER, INC.",3262 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,San Diego County,37,(858) 759-5017,RES,true,true,true,2028-04-30,false,6,6,1.1,CO-ED,true,false,33.064885,-117.210827
370122FP,ATON CENTER,"ATON CENTER, INC.",3225 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,San Diego County,37,(858) 759-5017,RES,true,true,true,2027-05-31,false,6,6,1.1,CO-ED,true,false,33.064009,-117.212199
370135CP,WEST COAST RECOVERY CENTERS,"WEST COAST MEN'S, LLC",801 MISSION AVENUE,,,OCEANSIDE,CA,92054,San Diego County,37,(855) 927-2687,NON,false,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,33.197339,-117.377047
370136AP,PACIFIC BAY RECOVERY,PACIFIC BAY RECOVERY INC,13967 CAMPO ROAD,SUITE 202B,,JAMUL,CA,91935,San Diego County,37,(619) 461-3717,NON,true,false,true,2028-05-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,32.71349,-116.871068
370136CP,PACIFIC BAY RECOVERY,PACIFIC BAY RECOVERY INC,13510 JAMUL DRIVE,,13518 JAMUL DRIVE,JAMUL,CA,91935,San Diego County,37,(619) 350-8220,RES,true,true,true,2026-10-31,false,12,12,1.1,CO-ED,true,false,32.734681,-116.890107
370136FP,PACIFIC BAY RECOVERY,PACIFIC BAY RECOVERY INC,4971 CRESITA DRIVE,,,SAN DIEGO,CA,92115,San Diego County,37,(619) 461-3717,RES,true,true,true,2026-09-30,false,6,6,1.1,CO-ED,true,false,32.767805,-117.069237
370138FP,"APEX RECOVERY, LLC","APEX RECOVERY, LLC",2810 CAMINO DEL RIO SOUTH,SUITE 106,,SAN DIEGO,CA,92108,San Diego County,37,(619) 914-2690,NON,true,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,32.770107,-117.1344
370140AP,CONFIDENTIAL RECOVERY,"COMMUNITY BEHAVIORAL HEALTH SOLUTIONS, INC.",4420 HOTEL CIRCLE COURT,SUITE 300,,SAN DIEGO,CA,92108,San Diego County,37,(619) 452-1200 X3,NON,false,false,true,2026-08-31,false,0,0,1.1,CO-ED,false,false,32.758392,-117.174433
370141BP,VVIOP,"PRACTICAL RECOVERY PSYCHOLOGY GROUP, INC.",8950 VILLA LA JOLLA DRIVE,SUITE A220,,LA JOLLA,CA,92037,San Diego County,37,(858) 546-1100,NON,false,false,true,2026-05-31,true,0,0,1.1,CO-ED,false,false,32.865929,-117.233418
370142CN,SOLUTIONS FOR RECOVERY,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",1750 5TH AVENUE,,,SAN DIEGO,CA,92101,San Diego County,37,(619) 515-2588,NON,true,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,32.723582,-117.160236
370142EN,SOLUTIONS FOR RECOVERY AT NORTH CENTRAL BEHAVIORAL HEALTH CENTER,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",4930 NAPLES ST,,,SAN DIEGO,CA,92110,San Diego County,37,(619) 269-8969,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,32.770491,-117.202878
370148AP,PRESENT MOMENTS RECOVERY,WINDRIVER RECOVERY LLC,1809 WINDRIVER STREET,,,SAN MARCOS,CA,92078,San Diego County,37,(619) 363-4767,RES,true,true,true,2027-04-30,false,6,7,1.1,CO-ED,true,false,33.097794,-117.181332
370151CP,CROWNVIEW CO-OCCURRING INSTITUTE INCORPORATED,CROWNVIEW CO-OCCURRING INSTITUTE INCORPORATED,315 NORTH CLEMENTINE STREET,,,OCEANSIDE,CA,92054,San Diego County,37,(760) 231-1170,NON,false,false,true,2028-06-30,false,0,0,1.12,WOMEN/YOUTH,false,false,33.199059,-117.377705
370151DP,CROWNVIEW CO-OCCURRING INST,CROWNVIEW CO-OCCURRING INSTITUTE INCORPORATED,212 NORTH CLEMENTINE STREET,,,OCEANSIDE,CA,92054,San Diego County,37,(760) 231-1170,NON,false,false,true,2027-09-30,false,0,0,1.1,CO-ED,false,false,33.197976,-117.376716
370154AP,VILLA KALI MA,KALI WEST LLC,2912 MANAGUA PLACE,,,CARLSBAD,CA,92009,San Diego County,37,(760) 683-5152,RES,true,true,true,2028-07-31,false,6,6,1.3,WOMEN ONLY,true,false,33.094767,-117.246083
370154BP,VILLA KALI MA,KALI WEST LLC,3790 VIA DE LA VALLE,SUITE 313,,DEL MAR,CA,92014,San Diego County,37,(858) 280-8004,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,32.982874,-117.229534
370159AP,LA JOLLA RECOVERY,"LA JOLLA RECOVERY, INC.",7632 HERSCHEL AVENUE,,7634 HERSCHEL AVENUE,LA JOLLA,CA,92037,San Diego County,37,(858) 345-7926,NON,false,false,true,2028-08-31,false,0,0,1.10,CO-ED/YOUTH,false,false,32.843498,-117.2722
370159CP,LA JOLLA RECOVERY,"LA JOLLA RECOVERY, INC.",5978 LA JOLLA CORONA DRIVE,,,LA JOLLA,CA,92037-7447,San Diego County,37,(858) 877-3422,RES,true,true,false,2026-09-30,false,6,6,1.1,CO-ED,true,false,32.82133,-117.266852
370159DP,LA JOLLA RECOVERY,"LA JOLLA RECOVERY, INC.",1446 DIAMOND STREET,,"1448, AND 1450 DIAMOND STREET",SAN DIEGO,CA,92109,San Diego County,37,(858) 345-7926,RES,true,true,false,2027-01-31,false,18,18,1.1,CO-ED,true,false,32.801996,-117.244473
370167AN,BETTY FORD CENTER - SAN DIEGO,HAZELDEN BETTY FORD FOUNDATION,11720 EL CAMINO REAL,SUITE 200,,SAN DIEGO,CA,92130,San Diego County,37,(888) 338-9773,NON,false,false,true,2027-05-31,false,0,0,1.7,FAMILIES,false,false,32.929926,-117.23765
370169AP,IMMERSIVE RECOVERY,"CALIFORNIA COASTAL RECOVERY CENTERS, LLC",2236 ENCINITAS BOULEVARD,"UNITS B, C-2, D, E, F, G, H",,ENCINITAS,CA,92024,San Diego County,37,(858) 342-9151,NON,false,false,true,2027-04-30,false,0,0,1.7,FAMILIES,false,false,33.037628,-117.239383
370171CP,RESTORE DETOX CENTERS,"RESTORE TREATMENT CENTERS, LLC",14099 SKY MOUNTAIN TRAIL,,,POWAY,CA,92064,San Diego County,37,(818) 614-5167,RES,true,true,false,2027-03-31,false,6,6,1.1,CO-ED,true,false,32.946559,-117.025189
370175AP,"CORECIVIC OF TENNESSEE, LLC","CORECIVIC OF TENNESSEE, LLC",2727 BOSTON AVENUE,,2761 BOSTON AVENUE,SAN DIEGO,CA,92113,San Diego County,37,(619) 232-1067,RES,false,true,false,2027-10-31,false,120,120,1.2,MEN ONLY,false,false,32.69381,-117.135032
370177BP,BOLD HEALTH,"BOLD HEALTH MEDICAL GROUP, A PROFESSIONAL CORPORATION",561 SAXONY PLACE,SUITE 101,"617 SAXONY PLACE, SUITE 103",ENCINITAS,CA,92024,San Diego County,37,(760) 503-4703,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,33.054789,-117.287135
370178AN,CENTRAL EAST REGIONAL RECOVERY CENTER,EPISCOPAL COMMUNITY SERVICES,4443 30TH STREET,,,SAN DIEGO,CA,92116,San Diego County,37,(619) 597-7335,NON,true,false,true,2028-02-29,false,0,0,1.1,CO-ED,false,false,32.758157,-117.130165
